"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"CPEB1",-2.39944987277944,3.36416490713925,-17.0136429803358,2.6923861241091e-58,4.32258794188864e-57,121.627752441999
"FRMPD4",-1.48828250392812,0.787364455908917,-17.0099136358739,2.83396960152316e-58,4.54633525895093e-57,121.576722495693
"ATP1B2",-1.97727091385434,5.24709049610037,-16.9986944831704,3.30625763368358e-58,5.29984302688903e-57,121.423247961842
"C20orf103",2.9449706973158,7.32856313993573,16.9939853727503,3.52717228685226e-58,5.64954272622795e-57,121.358847191696
"PHKG2",1.00959319457592,9.22699478121304,16.9924015869108,3.60473170324302e-58,5.76475672698178e-57,121.337190127243
"LEPREL1",-2.07032802567736,6.94928101346722,-16.9907509646698,3.68737485035422e-58,5.89232146523842e-57,121.314620436628
"KCNJ2",-1.74478971561157,6.71080517556662,-16.9697143532447,4.92186186852887e-58,7.85886689311633e-57,121.027094759822
"B4GALNT4",2.40300550971931,8.55298822651346,16.9666659018262,5.132102409358e-58,8.18818146091183e-57,120.985446971761
"PLK4",1.58794738209033,7.44625288021294,16.9635077040093,5.35936220728894e-58,8.54411627848414e-57,120.942304656686
"CLIP4",-2.27948395242631,7.98380222421113,-16.961644433842,5.49812004614363e-58,8.75851378423782e-57,120.916853902307
"PSD2",-2.25178030508057,2.83270142387204,-16.9539404638119,6.1109057042709e-58,9.72711843494122e-57,120.811642084785
"OR2L13",-1.86897571217742,1.08659204584602,-16.9501611034586,6.43597036362335e-58,1.02365907507133e-56,120.760038686638
"ZWILCH",1.02089420082746,8.67705694165683,16.9478859449789,6.63991563187283e-58,1.0552778249383e-56,120.728977059219
"NR2F6",1.1265429928534,10.1863290363161,16.9387381902199,7.52707332827486e-58,1.19534592405456e-56,120.604112985793
"TMEM47",-2.03014765241464,8.89200450240389,-16.9386102900006,7.54028061314288e-58,1.19651579117618e-56,120.602367479144
"C1orf112",1.19381889342184,8.01136218600668,16.9341850768839,8.01175525645782e-58,1.27034688996745e-56,120.541979753642
"PDIA4",1.04111443969436,12.1548980562651,16.929801497679,8.50777329803853e-58,1.34795238811769e-56,120.482169702449
"ROGDI",1.43267875971245,9.42970395786842,16.9186481319328,9.91231457746688e-58,1.56805927748252e-56,120.330034690758
"ITIH2",-3.29132426239885,1.87091115576426,-16.9123011324564,1.08124961655968e-57,1.70914194790445e-56,120.243487285943
"LHX6",-1.9964408200781,6.61415988511305,-16.9120573091121,1.08486579247109e-57,1.71353590012048e-56,120.240162918678
"ASXL3",-2.46089012137132,2.64000634363697,-16.9072256595019,1.15906513750487e-57,1.82932268158126e-56,120.174292688456
"PHKG1",-2.43992195832827,3.3608707513776,-16.9044955909489,1.20320667167682e-57,1.89752824295391e-56,120.137078569481
"BLM",1.83476302693619,7.14142923248228,16.9043408081724,1.20575893293528e-57,1.9000905769317e-56,120.134968804436
"TRPC6",-1.68660592746228,5.99290412978651,-16.8951470439227,1.36745353828608e-57,2.15158626615427e-56,120.009674556679
"EDN3",-4.28483923096456,3.06792837590084,-16.894098888194,1.38720985894232e-57,2.18099625251669e-56,119.995392761092
"PVRL2",1.23540937257514,11.9929876050375,16.8920015001067,1.42760162996197e-57,2.24277967725467e-56,119.9668161332
"APOLD1",-1.83645986108886,9.19592055858419,-16.8868930900131,1.53095562583081e-57,2.40330704603601e-56,119.897223853007
"EFEMP1",-2.51180123393917,10.5635136536539,-16.8769222534929,1.75467204116746e-57,2.75238984956789e-56,119.761427590728
"PPP1R14A",-2.72863583909045,4.68800464866668,-16.875278561303,1.79456226075601e-57,2.81280814643057e-56,119.739046310781
"C21orf58",1.58704762617498,6.73910602759313,16.8698824261242,1.93198772980305e-57,3.02589454378786e-56,119.665579434388
"QKI",-1.26488044459335,10.6014587105677,-16.8653961573707,2.05419684913291e-57,3.21484160819991e-56,119.604511131481
"FOXO4",-1.12859848489438,8.90134553939395,-16.8635442834445,2.10686398145699e-57,3.29474927665098e-56,119.579305835028
"GPR44",-1.9749007640069,2.81033928883184,-16.8559631725551,2.33688496963418e-57,3.64888913779923e-56,119.476139374038
"TRAIP",1.24066967775406,6.67681394638356,16.8557204295557,2.34465006267638e-57,3.65822552810269e-56,119.472836512205
"DLK2",-2.8875033322712,3.40398149248118,-16.8466826364258,2.65282767541962e-57,4.12648654203845e-56,119.34988538626
"FLVCR1",1.39052107142566,7.68904881113599,16.838830014953,2.95320033814916e-57,4.59023233135992e-56,119.243090423189
"PGP",1.15741402822945,8.63614147405511,16.8385199719142,2.96573195628764e-57,4.60621568282856e-56,119.238874494233
"BOLA2",1.15084368920641,9.95351349504743,16.8367401973715,3.03870150512613e-57,4.71597265409196e-56,119.214674253208
"EDA",-1.66384585331499,5.74109142055355,-16.8342158767719,3.14527807186386e-57,4.8776810431645e-56,119.180352851141
"NFIB",-2.34216286576601,10.6545120712972,-16.8315153222364,3.26342570288507e-57,5.05707556348741e-56,119.143638830815
"C4BPA",-3.62210436812426,2.31182304420884,-16.8274123932754,3.45145089183537e-57,5.34440082918666e-56,119.087866485396
"CPA2",-1.6283347648794,0.765035013929236,-16.8137400355363,4.15953381110761e-57,6.43596749655215e-56,118.902074525527
"CCDC82",-1.59184461852357,7.69550448196471,-16.8132845978652,4.18546366102755e-57,6.47120064602343e-56,118.895887242646
"NR5A2",-1.74410821563525,6.07470578611242,-16.8077040429948,4.51658549679505e-57,6.97788616043314e-56,118.820081813
"C1orf31",1.11022832980711,8.5277702657763,16.8039180923676,4.75597372467041e-57,7.34219123764868e-56,118.768662861195
"RNF125",-1.51384557207389,7.7932024548056,-16.7995377912371,5.04877402767912e-57,7.78834222372247e-56,118.709180648595
"AIM1L",2.8087543817452,3.85515355884951,16.7955495467589,5.33097317742942e-57,8.21748055024974e-56,118.655030687622
"TUBB3",2.64410577671156,8.98895181029254,16.790718647219,5.69394326205414e-57,8.77038508770233e-56,118.5894503002
"REEP4",1.25075061500271,8.84006767250682,16.785068894389,6.14981865218435e-57,9.46545341161898e-56,118.512768605167
"TESC",-2.52745331758592,4.81250162018334,-16.7790492470482,6.67565457494754e-57,1.02670765482264e-55,118.431084034149
"FLJ37543",-1.71857196345683,1.09620977542647,-16.7718665035521,7.36206725579461e-57,1.13142768043667e-55,118.333640340674
"NCALD",-2.18276293899599,8.83669431277916,-16.7709284363755,7.45676123520935e-57,1.14512151922413e-55,118.320916086841
"MRPL14",1.16217492361857,9.65356210555803,16.7672506111067,7.83988614963251e-57,1.20305548810016e-55,118.271033092328
"CHPF",1.30818001420678,11.1681850025174,16.7641337862045,8.17989784365717e-57,1.25429182054761e-55,118.228764342138
"GRAMD3",-1.43114269422868,8.93501248510579,-16.7634821865558,8.2528179798458e-57,1.26452676989619e-55,118.219928302603
"EPCAM",1.93448273919517,11.9112655826752,16.7575281327824,8.94989298280822e-57,1.37031022156808e-55,118.139197993088
"CACNB3",1.32488405535067,9.41562120199866,16.7491251374965,1.00347088484538e-56,1.53411227962257e-55,118.025292978456
"PLCXD3",-3.2591064243687,3.721324794677,-16.748262149834,1.01532892786677e-56,1.55108340166135e-55,118.013596935553
"NAT14",1.64390039949782,8.11629091812571,16.7475041852727,1.02585909716631e-56,1.56600219556998e-55,118.003324575024
"TBC1D4",-1.41302402923971,9.82578017839016,-16.7441822060054,1.07331008328285e-56,1.63599928319439e-55,117.958306646125
"CXCR2",-1.84657157649443,3.08593890233454,-16.7440680106577,1.07497959211893e-56,1.63732579361698e-55,117.956759221839
"RNFT2",1.79741475132142,6.21922265658169,16.7416463629187,1.11099970752902e-56,1.69093164995836e-55,117.923945794264
"IFI30",1.66577903576001,11.4182814078932,16.7358523202978,1.20214224741358e-56,1.8282914684866e-55,117.845448208787
"LRIG3",-1.92771277176599,8.35076122818606,-16.7232291851586,1.42735336449045e-56,2.16598229814455e-55,117.674488512944
"C2orf58",-1.69953284027761,2.52697246770271,-16.7231650529691,1.42859885775446e-56,2.16626766839066e-55,117.67362015164
"GABRG1",-1.32954961820763,0.698371874773749,-16.7116742240402,1.67019142859803e-56,2.53073532590675e-55,117.518065617547
"FLJ13197",-1.95909221909528,4.03386186403179,-16.710526987502,1.69644338312085e-56,2.56861338851542e-55,117.50253880095
"TINAGL1",-2.19160703426796,9.09952817524623,-16.7080924070186,1.75352449582829e-56,2.65307997204862e-55,117.469591131258
"FAM49A",-1.83050855949392,6.16079797520859,-16.7011000586755,1.92834077694688e-56,2.91542355398773e-55,117.374978838236
"CD200",-1.49372725443,7.8660336627143,-16.6922218600402,2.17556247657602e-56,3.28676791262067e-55,117.254884859059
"YAP1",-1.29508922461937,11.1226056140396,-16.6919233392012,2.1844029293829e-56,3.29769185050391e-55,117.250847504502
"RTKN",1.11113617431795,9.72777009051225,16.6900641938772,2.24027204269153e-56,3.37954440843731e-55,117.225704444246
"SHANK3",-1.36694121740523,8.85539307657016,-16.6859021682711,2.37056497355135e-56,3.57346534570809e-55,117.16942356583
"PER2",-1.23183125684375,9.51484978122586,-16.6856820924409,2.37766108310461e-56,3.58152683444713e-55,117.166447839201
"MIF",1.79151554105906,11.8744182059728,16.6803979922129,2.5545494115182e-56,3.84515056901998e-55,117.095006892146
"ZC3H12C",-1.82043783833361,6.96348172337319,-16.6798595276105,2.57329574457781e-56,3.87052398116161e-55,117.087727649426
"FCGR1A",1.8951151207748,6.62214609564821,16.675176814856,2.74221559178232e-56,4.11855048484257e-55,117.024430479141
"SEPT10",-1.1291923015737,10.1300339041522,-16.6690688184466,2.9792749687065e-56,4.47131333398691e-55,116.941884074809
"AMOTL1",-1.84107574514923,9.72832203383707,-16.6623939000018,3.26176384588084e-56,4.88811222726517e-55,116.851697528634
"PCDHGB7",-2.40278816225813,6.64011761697715,-16.6613912204401,3.30644621975736e-56,4.95145155394366e-55,116.838152008143
"TIMM17B",1.11204424717608,9.39561032807245,16.6590587338489,3.41276454758024e-56,5.10693166703644e-55,116.806643659929
"USP53",-1.4339528210359,9.52773551785298,-16.6561580669668,3.54974949154706e-56,5.30804146597322e-55,116.767463890507
"RUNX1T1",-2.41873249216277,4.89289010328286,-16.6526506393575,3.72273228282541e-56,5.5626472316529e-55,116.720094180854
"TOR2A",1.09328986513091,8.24955331822342,16.6473887652874,3.99813303904362e-56,5.96980710188393e-55,116.649041372861
"PSENEN",1.01390763934119,10.419158070365,16.646861581835,4.02682094967788e-56,6.0082632174145e-55,116.641923412954
"SLC25A39",1.05290945436984,11.3364991352762,16.6367903576704,4.61604002351032e-56,6.87739606702781e-55,116.505970072712
"SEPP1",-1.94124587946493,12.3157416130025,-16.6191774398342,5.86050407389334e-56,8.70618465973741e-55,116.268333298811
"IRX6",-3.14696299498279,3.89464515133279,-16.6103725636602,6.60287294922059e-56,9.80191704621254e-55,116.149595144801
"NCAM1",-2.78696377791922,5.62374139099725,-16.6100668839466,6.63026537288604e-56,9.83545376024209e-55,116.145473606594
"TMEM9",1.03065540094181,11.3399852617937,16.604737847722,7.12643552337437e-56,1.05485663390063e-54,116.073628798312
"LINC00667",-1.21581525181048,8.77411852626494,-16.600914011159,7.50511771452788e-56,1.11010715884345e-54,116.022085607861
"IGF1",-2.88167228678355,8.25070933371614,-16.5948007284927,8.15264518219601e-56,1.20501507361088e-54,115.939697361594
"PACRG",-2.20290685834359,2.57002727799805,-16.5854227701118,9.25587004781693e-56,1.36709267339277e-54,115.813348186915
"KIAA1614",-1.61124022717467,5.07503651634798,-16.5849917374148,9.31001045524036e-56,1.37409851719059e-54,115.807541959237
"PFKFB3",-1.78636677209781,11.0594578897857,-16.5751198976729,1.06402023915403e-55,1.56929579692653e-54,115.674589131834
"LPAR2",1.23972336322751,8.51896371722404,16.5708512744124,1.1272560665908e-55,1.66136458850209e-54,115.617115128816
"PGA5",-1.16527248412512,0.291648729417136,-16.565475883889,1.21224506368266e-55,1.78405548668125e-54,115.544752462212
"RASIP1",-1.68470992844347,7.63396498469979,-16.5649216372251,1.22136358124802e-55,1.79618480441112e-54,115.537292115925
"ARHGAP10",-1.59029779131715,7.88551622860676,-16.5627289476869,1.25811343065105e-55,1.84890328122794e-54,115.507779309944
"NUDT7",-1.58528760202915,5.77544848835646,-16.5607353138787,1.29248323226251e-55,1.89805100330679e-54,115.480947844709
"NEXN",-1.76889258151035,7.71066879555666,-16.5585786699761,1.33071829080871e-55,1.95280049466384e-54,115.451924773293
"RPL21P44",-1.16545692257666,1.27033709052486,-16.5565560917283,1.36760076469394e-55,2.00548813640087e-54,115.424708043376
"TYRO3",-1.615138192538,7.68854927485068,-16.5551236250647,1.39433730890802e-55,2.04323276897637e-54,115.405433381947
"KCNA6",-2.45368486434394,4.02452270652675,-16.5475195953621,1.54523878521095e-55,2.2611258395594e-54,115.30313428756
"SPINT1",1.45598039554128,11.8278527377364,16.5418714173609,1.66777057363836e-55,2.43694350724361e-54,115.227166862828
"KLHL4",-2.049002832298,3.61416658975106,-16.537193611847,1.77655245943671e-55,2.59219755584191e-54,115.16426315669
"PREX2",-2.9873628025151,5.20885551584465,-16.5364676296555,1.79405801731077e-55,2.6158770492974e-54,115.154501679129
"TLR4",-1.61071528942906,8.53991459098961,-16.536414141343,1.7953545602386e-55,2.61590565583556e-54,115.153782491725
"PCYOX1",-1.0713607704785,11.4531506650535,-16.5152897206514,2.38786753526875e-55,3.47674870842328e-54,114.869864124586
"CHTF18",1.77139869581294,8.15418723344944,16.506777573127,2.67850330079155e-55,3.89714620880794e-54,114.755522773647
"F3",-2.32500570638776,8.46221442069146,-16.5066854601719,2.68183397739563e-55,3.89922291418927e-54,114.754285647961
"ZCCHC24",-1.65026659241037,9.57053479737445,-16.5062023361577,2.69937082774739e-55,3.92193693455554e-54,114.747797108039
"PKP3",1.63500469137379,10.1116942731293,16.4972115115125,3.04741146235602e-55,4.42446996582745e-54,114.627068671158
"SLC14A2",-2.75472289420881,2.41509234155569,-16.4960090974659,3.09723048419747e-55,4.49361640929669e-54,114.610925836427
"C1orf183",-1.62402678001189,5.29118462217548,-16.4815339542922,3.76467980124452e-55,5.45811963257575e-54,114.416649964428
"YIF1B",1.09332530207948,9.31493077886221,16.4623190725023,4.877115160664e-55,7.05597324727138e-54,114.158926194603
"BAX",1.11612274978979,9.17919218677633,16.4606035814632,4.99111011918363e-55,7.21579971076894e-54,114.135926001933
"LPAR6",-1.23952505316015,9.21518435259444,-16.4558887114266,5.31828630772777e-55,7.6833859873139e-54,114.07271985468
"FLRT2",-2.27991215608926,7.76163083027152,-16.452205868161,5.58865267136827e-55,8.06829729567656e-54,114.023356686393
"MOBKL2B",-1.98723118898903,7.63983018961087,-16.4499869318983,5.75812232041247e-55,8.30710520112464e-54,113.993618427332
"TMPO-AS1",1.31135754992415,5.95742565360587,16.4436030088577,6.2748100192484e-55,9.04614764632813e-54,113.908074972908
"C21orf62",-1.24565019186933,1.04007115371688,-16.4388821181246,6.68640325174022e-55,9.63274662553798e-54,113.844829324063
"SYT15",-2.12887382944449,5.84839653719321,-16.4385010315684,6.72077984559784e-55,9.66867246607566e-54,113.839724416964
"CNTFR",-3.98130730038001,5.22388704178761,-16.4322857447721,7.3069783421312e-55,1.05046146187298e-53,113.75647706437
"PLP1",-3.56682294029026,4.24383334762402,-16.4297800978434,7.55747622505027e-55,1.0857114863e-53,113.72292212596
"TEAD1",-1.30845586959563,10.3886827912632,-16.4241551899374,8.15144543365034e-55,1.16940133861177e-53,113.647606656879
"ATAD2",1.68537276811198,10.3190761405076,16.4166978304941,9.01126732689406e-55,1.29184620335026e-53,113.547780424248
"CDNF",-1.46838929779722,4.66469042151671,-16.4045363424034,1.06116493421974e-54,1.52021152744234e-53,113.385044867784
"RGS2",-2.38439919087741,8.76621923599891,-16.4034846833625,1.0762688718055e-54,1.54077177552812e-53,113.370975964876
"RHOU",-1.96394492862598,8.73098989410075,-16.3963599207912,1.18439665283594e-54,1.69438197136851e-53,113.275677201978
"RNF180",-1.83742350367666,6.49554129271178,-16.3876827181495,1.33081452632639e-54,1.90251684482361e-53,113.159648799513
"GLDN",-2.61487214026247,5.33762983234669,-16.3851938842824,1.37604803882493e-54,1.96581032938406e-53,113.126376184974
"GAS2",-2.05070707528653,3.40749270528533,-16.3847906855085,1.38351895265786e-54,1.97510587206612e-53,113.120986219507
"SV2B",-2.53347019599995,5.04090963159977,-16.3823121159142,1.4303414218359e-54,2.04052746293386e-53,113.087854518168
"UNC13C",-1.70038381135291,1.18700993870926,-16.3654160542283,1.79447839628823e-54,2.55644537040061e-53,112.862084870607
"PRDM16",-2.08167884413999,4.13423912447325,-16.363104014704,1.85102258064932e-54,2.63516668430729e-53,112.831202259353
"RASSF7",1.7657239205097,8.80136538217885,16.3628589483689,1.85711919374054e-54,2.64200998631728e-53,112.827928996164
"ATF3",-2.39016959636749,9.22113520557691,-16.360997443163,1.90408700724982e-54,2.70694839906453e-53,112.803066552104
"KCTD8",-1.32399333752981,0.699223449415637,-16.3547794765905,2.06972831537923e-54,2.94039211295831e-53,112.720031777031
"C7orf51",-2.15626304146055,2.97087639940626,-16.349487778647,2.22196160671576e-54,3.15447716390707e-53,112.649382153977
"CDCA4",1.11994337392674,8.54733813972129,16.3431728144856,2.41830970113866e-54,3.42847699221638e-53,112.565089839077
"PNPLA2",-1.43717408600578,11.0525563405441,-16.3391666405274,2.55174552415256e-54,3.61265091968136e-53,112.511626023538
"GRM4",3.83302098071713,4.9725840963459,16.3386205617833,2.57049378732658e-54,3.63668064414174e-53,112.504339052327
"CADM3",-3.52256653012154,5.21797722310091,-16.3384353883988,2.57688239170722e-54,3.64320308326529e-53,112.501868101048
"ADD3",-1.70421924407457,10.1473720833216,-16.3301063662794,2.88122007213731e-54,4.0678617779328e-53,112.390744106989
"HSD17B11",-1.48325009732574,8.59901305588135,-16.3294255081357,2.90762842576101e-54,4.10231927893527e-53,112.381661835878
"KCNMB2",-1.92879977612012,1.59379586439293,-16.3239369926634,3.12951695963904e-54,4.40930429402788e-53,112.30845685202
"MEF2C",-1.34628570180526,9.05077157797772,-16.3213611801792,3.23939554789458e-54,4.56097987588787e-53,112.274106442998
"OGN",-3.84815597080236,7.65268635333222,-16.3209472919626,3.25740635728053e-54,4.58318864253083e-53,112.268587251276
"LCA5",-1.51735108162665,7.24953805812145,-16.2989789805055,4.37145703253326e-54,6.14222693885297e-53,111.975767824494
"ACTG2",-3.69598639162084,8.38929627484995,-16.2969632921484,4.49099743205112e-54,6.30586520856746e-53,111.948912919371
"FGF7",-2.06738777086456,7.29518496501879,-16.2951994074011,4.59827555034013e-54,6.45207348796356e-53,111.925414512286
"KLHL30",-2.33628627868247,2.98533159434657,-16.2935361004599,4.70177619813716e-54,6.59278488672401e-53,111.903257480519
"CHRNA6",2.45092195157504,2.83412828215033,16.2907985531523,4.87720410707641e-54,6.83409051556548e-53,111.866793546931
"PTGER4",-1.7157435074735,7.41533008455975,-16.2820343623639,5.48392895596566e-54,7.67899990375342e-53,111.750081366595
"AADACL3",-1.13688716500974,0.290107444226336,-16.2793075008339,5.68763423522535e-54,7.95880293325318e-53,111.713776073166
"C14orf128",-1.35809253501256,5.49135006605971,-16.2773440519219,5.83896592507402e-54,8.15941718561163e-53,111.687637212273
"NANS",1.0895569703499,10.3758951645058,16.2647476338562,6.91001488733375e-54,9.63638971966775e-53,111.519992274266
"LOC100124692",-3.37688788503594,2.17342153530444,-16.2624154742573,7.12881119885296e-54,9.92799634396341e-53,111.488962776436
"MFAP2",2.14415100091453,9.42341461918079,16.2619236601107,7.17582643827426e-54,9.98668345207109e-53,111.482419526985
"TIGD3",1.65062946921508,3.97343639130324,16.2550266923058,7.86865914630744e-54,1.09326630804257e-52,111.39067338885
"NRXN1",-3.26633644750579,3.27471190179401,-16.2536302695409,8.01685494781274e-54,1.11269166978924e-52,111.372100651241
"ALDH2",-1.96761389518121,10.9554603182948,-16.2497074223393,8.44822636805614e-54,1.17176956923492e-52,111.319931340544
"THSD7B",-2.70173838226046,4.17797784661651,-16.2349076636862,1.0294538925574e-53,1.42592240993448e-52,111.123184040022
"PPP1R15A",-1.27666665679568,10.0543777880683,-16.2316531114724,1.07517037157983e-53,1.48823920487732e-52,111.079933514832
"TJP3",2.28311960117811,9.47669105828009,16.2135733964139,1.36855644617973e-53,1.89306194169061e-52,110.83976863863
"KLF14",-1.79003860415989,1.50182011008432,-16.2030272438394,1.5752571160441e-53,2.17604297230475e-52,110.699756038549
