"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"GRM7",-1.70489595939697,1.38415432577867,-14.5795219978105,1.94519985704826e-44,1.97371789358548e-43,89.870170593599
"TTC23",-1.13896298642416,7.99890791289146,-14.5787287916275,1.96448206724755e-44,1.99229602126898e-43,89.8603602749508
"CDR1",-2.40303178860368,3.34093177464365,-14.5609775016852,2.44948506160754e-44,2.47314691828941e-43,89.6409110002055
"SH3BP5",-1.10572468318781,10.2002611150068,-14.5540452840456,2.66977773806264e-44,2.6929131827647e-43,89.5552625477156
"CXCL11",2.90958122483213,6.64643172032097,14.5524341348888,2.72374050899175e-44,2.7459915387404e-43,89.5353606691874
"LINC02249",-1.15352253261033,0.603176813416915,-14.5513286378457,2.76139449507341e-44,2.78258374943796e-43,89.5217057984076
"GIMAP5",-1.63109891180883,8.05302396488811,-14.5504207550258,2.79270506741e-44,2.81275103298728e-43,89.5104923595253
"BCHE",-2.57630247295925,3.96057198630047,-14.5496680098327,2.81893333220763e-44,2.83777239526317e-43,89.5011954265187
"EIF4E3",-1.15586558219358,9.51931562716227,-14.5460295478648,2.94921098718926e-44,2.9645503573876e-43,89.4562625974576
"MEST",-1.92024944365348,9.69847107492618,-14.5417086619719,3.11173477101126e-44,3.1263854104432e-43,89.4029124406412
"AGPAT9",-1.85207673002331,6.02697108260786,-14.5399060566455,3.18214663499742e-44,3.19556156689006e-43,89.3806588725182
"CFI",-1.6782680709589,8.06755268253309,-14.5358754344643,3.3453822663736e-44,3.35783934879616e-43,89.3309069114507
"CRTAC1",-2.99105943971935,4.27378469815512,-14.5330281035534,3.46569801077631e-44,3.47349752684752e-43,89.2957667111349
"VLDLR",-1.7989544451555,8.214128547106,-14.5317572873723,3.52077918664924e-44,3.52697713533967e-43,89.2800845465314
"DCAF13",1.04683334554478,10.2325645361231,14.5292099023781,3.6338306575198e-44,3.63844842863884e-43,89.2486521160766
"ZNF502",-1.69675395068049,6.17515392818023,-14.527585609681,3.70779641144923e-44,3.70888267992914e-43,89.2286118228927
"FAM7A2",-1.2321574419093,1.17452023757905,-14.5267545081625,3.74622054042552e-44,3.74548921381928e-43,89.2183584160812
"LAMA3",-2.67589392076031,9.2322858257562,-14.5237493089731,3.88849924456294e-44,3.88394907479846e-43,89.181286309356
"ATP8B4",-1.506797261346,6.07469533699162,-14.5229868294276,3.92544633607613e-44,3.91894218522688e-43,89.1718812226917
"STX1A",1.32558579120604,6.76217215659548,14.5217999544473,3.98365519199745e-44,3.97511740200973e-43,89.1572419604628
"SLC5A4",-1.47733440282785,1.81124334623649,-14.5200259411726,4.07226642415136e-44,4.06156036831377e-43,89.1353623237082
"NGFR",-2.82425083385511,7.39210336918315,-14.5163632828702,4.26147455030514e-44,4.24820280474701e-43,89.0901951661855
"LOC148709",1.82211153247584,3.36376374468703,14.5078616954652,4.73509166389477e-44,4.71804901880098e-43,88.9853860566373
"HTR1D",2.29895334933528,3.41186363233741,14.5074158549453,4.76132768883682e-44,4.7418842505353e-43,88.9798908399768
"RNASE4",-1.5709779346284,10.103338656447,-14.5039523822779,4.97013342212704e-44,4.94743213244385e-43,88.9372057618857
"RASL10A",-1.88836137465636,3.59602380679903,-14.5002570637426,5.20298285917656e-44,5.17670261549738e-43,88.8916712011664
"XRCC2",1.54313792049305,5.96295746027332,14.4976037109506,5.37684862027366e-44,5.34709324441389e-43,88.8589809926983
"PFDN6",1.04140150427129,9.01962077750632,14.4949940229907,5.55349695948693e-44,5.51740730902275e-43,88.8268328371499
"RELL2",1.6756605383217,5.49773003620194,14.4944188973777,5.59319772470423e-44,5.55415649967479e-43,88.8197485400015
"FHOD3",-1.71168673871695,7.59663637279151,-14.4901706669371,5.89534219702904e-44,5.85135563218687e-43,88.7674256769335
"CDH12",-1.87002918409262,2.81640495146553,-14.4894500783364,5.94818134812266e-44,5.90094155436517e-43,88.7585516926531
"KDR",-1.23995160857427,9.68396834766826,-14.4843802523018,6.33351706865664e-44,6.28017573419652e-43,88.6961259797667
"BACH2",-1.82705412715591,6.48065672133858,-14.480952710156,6.60801917720817e-44,6.54602905533301e-43,88.6539306895762
"LRRC8C",-1.29816821170082,8.70561566755069,-14.4775484724566,6.89238251935052e-44,6.82112793678332e-43,88.6120292215769
"DHDPSL",-2.40475629743488,3.2905893293584,-14.4694448695094,7.61929813474598e-44,7.53688757066181e-43,88.5123128469644
"MYEOV",-3.2286231410184,4.77046343446406,-14.4650955926659,8.04043079208444e-44,7.94579185753216e-43,88.4588103171251
"C8orf34",-2.35629242982702,2.51586360968493,-14.4649015840281,8.05974721277628e-44,7.96104056899397e-43,88.4564239871779
"ADAMTSL2",1.65932917205637,7.02405872121878,14.4628158651403,8.27035381240994e-44,8.16513099764e-43,88.4307708083893
"LPHN2",-1.64252465535167,9.19985087059968,-14.4527408908742,9.36747040095715e-44,9.2393836607611e-43,88.3068908022311
"CHD9",-1.15442656109716,9.85767994849879,-14.4476510606043,9.97568150086139e-44,9.82981294981465e-43,88.2443302377797
"LRRTM4",-1.41925914472121,0.743266671937658,-14.4468553025115,1.00742632251925e-43,9.92218059765835e-43,88.2345507452563
"PRKCZ",1.23384678191032,8.63070449533923,14.4433951726231,1.05143255022941e-43,1.0345651884726e-42,88.1920317753664
"ARRDC1",1.0949476324519,9.91196080646063,14.4408582765386,1.08490878167124e-43,1.0669919011674e-42,88.1608622857063
"C6orf1",1.04647711382817,8.71502326045821,14.4400942755572,1.09519682045513e-43,1.07659318924394e-42,88.1514761664417
"PELI1",-1.3116840676272,9.19713585366875,-14.435531107398,1.15869983138758e-43,1.13847121083002e-42,88.0954227165213
"MRPL13",1.0124217285495,9.70822190973363,14.4203041639855,1.39834997714175e-43,1.37262087358534e-42,87.9084667312521
"SHOX",-1.00279867687587,0.42584857621555,-14.4160190583767,1.47428445677378e-43,1.44577268460831e-42,87.8558793360696
"LAMC1",-1.20567083229399,12.1147574560416,-14.4155283489674,1.48323809396606e-43,1.45385720540615e-42,87.8498579852564
"CYR61",-1.86356586268262,11.573460504411,-14.4147121092316,1.49825159826779e-43,1.46787098240622e-42,87.8398424668786
"CREB3L4",1.58266639957117,10.868609082637,14.4142208069795,1.50736124390358e-43,1.47608998291629e-42,87.8338142259549
"TCP11L2",-1.42441693709063,6.86882991924966,-14.4028955381999,1.73334660813056e-43,1.69495649709607e-42,87.6948941178728
"RPS6KA3",-1.34979579108754,9.51853018681363,-14.4001351336714,1.79336025459864e-43,1.75196843947104e-42,87.6610455791346
"PDGFA",-1.21152603227646,8.25514855772316,-14.3971548109288,1.86048053297711e-43,1.81580772742111e-42,87.6245054934406
"MC1R",1.38056576761815,6.63045008584252,14.3960086736592,1.8869539436061e-43,1.8407684994626e-42,87.6104547568741
"GPRC5A",2.23033283335539,11.0555294905201,14.3951281235607,1.90754742206899e-43,1.85997222696361e-42,87.599660443898
"SERINC2",1.50519337024798,11.4882899126567,14.3894091232328,2.04685582034921e-43,1.99485672386651e-42,87.5295648111754
"LAMA4",-1.33467314330703,10.9189156318516,-14.3866312534232,2.11813294329118e-43,2.06334148722126e-42,87.4955245847316
"ADAMTS3",-1.86006647180473,5.0196722878947,-14.3856319945827,2.1443729965198e-43,2.08691806207623e-42,87.4832807234156
"FAM108C1",1.25028201015019,9.00295685671002,14.38102000557,2.26973998371872e-43,2.20787717504566e-42,87.426778049376
"CD80",1.89444896852826,4.33425488536525,14.3751954474422,2.43855018416943e-43,2.36983581939729e-42,87.3554381163704
"SULT1C4",-2.05600383647477,4.34745001079067,-14.3652129358617,2.75745082022752e-43,2.675942089208e-42,87.2332184073578
"FRMD3",-2.30854686253963,4.86958769018138,-14.3646672675062,2.7760334684062e-43,2.69269988796257e-42,87.2265393061594
"BNC1",-2.68685629900586,3.02315849813436,-14.3517505831598,3.25423970221098e-43,3.1535645477528e-42,87.06848848677
"HSPA12B",-1.55041785448342,7.40316764604078,-14.3480934142576,3.40396472078923e-43,3.29709793239188e-42,87.0237569458026
"PZP",-1.48982928152397,1.07849863556001,-14.3474210649982,3.43222826239137e-43,3.32290303323959e-42,87.0155341872086
"FAM3D",-3.31019580496311,3.04819140020692,-14.3468357161323,3.45702483146003e-43,3.34532880006094e-42,87.0083756554151
"N4BP3",1.58257182937662,9.04802699679127,14.3389086207327,3.81094073975829e-43,3.68414961692063e-42,86.9114514350946
"SLC36A2",-1.11869615365198,0.422556246158197,-14.3388742020283,3.81255354284474e-43,3.68414961692063e-42,86.9110306816725
"LONRF3",-1.98193573415074,3.95309778023066,-14.3384749167237,3.83131314982485e-43,3.7005318805899e-42,86.9061496477346
"NAP1L2",-2.39860274209252,5.10053348560497,-14.3360397086664,3.94773332985899e-43,3.8111811967715e-42,86.8763827027375
"MEG3",-2.23639468975331,5.75563669420381,-14.332087205687,4.1442375745722e-43,3.99524004483229e-42,86.8280765911906
"C3orf67",1.77081803286104,5.47558626159416,14.3303939698245,4.23137192251041e-43,4.07540598046771e-42,86.8073853316465
"C11orf92",-2.66102193418023,4.49576050998226,-14.3198042962308,4.81925461803256e-43,4.63508216455469e-42,86.6780192122989
"C15orf23",1.04281950568786,8.31150562785672,14.3174020340994,4.96355128434424e-43,4.76938609808049e-42,86.6486819761445
"MXRA7",-1.1594898625323,10.7736055530627,-14.3139249266706,5.18006565612512e-43,4.97509728229626e-42,86.6062245278631
"SERPING1",-1.43448515543178,12.3495119249393,-14.3118524767458,5.31356196823204e-43,5.10091989134028e-42,86.5809222092099
"C11orf82",1.46217332987017,7.02637891589593,14.3094996096787,5.46927915540173e-43,5.24794626592786e-42,86.5521994471278
"FADS3",-1.25684701783849,8.26202745175507,-14.3056957406939,5.73069667117001e-43,5.49106884965335e-42,86.5057705569262
"FLNC",-2.13050421408472,7.55326555124974,-14.2977991394179,6.31378681480281e-43,6.03847977068395e-42,86.4094148691725
"CD248",-1.47795421798289,9.7799261070158,-14.2974997687811,6.33701883238229e-43,6.05787063929928e-42,86.4057626375235
"WDR76",1.12179315503889,7.75863133213628,14.295941513926,6.45932589091417e-43,6.16903264341574e-42,86.3867532710308
"PDE1B",-1.5332340652391,6.85481108582528,-14.2808591540278,7.77162013444227e-43,7.40853467073915e-42,86.2028372567051
"SLC25A34",-1.43102830335616,3.93496667546573,-14.2803071347759,7.82438728532826e-43,7.45536734545278e-42,86.1961084779803
"CGB7",-1.58710402606534,1.48451031937263,-14.2773868681618,8.10952809786282e-43,7.72346781091668e-42,86.1605152694043
"CTTNBP2",-2.41683034373259,5.48318558739392,-14.2763455474136,8.21368858340522e-43,7.81540289454897e-42,86.1478245426105
"AVPI1",-1.13895133204308,7.39028410188195,-14.2713580490844,8.73134862299525e-43,8.30025094620328e-42,86.0870502672911
"NOS1",-1.41470408798563,0.748418876536587,-14.2679460752287,9.10407579837748e-43,8.64254387421506e-42,86.0454829306562
"GRHL2",1.55354646801694,10.6362500038457,14.2647890065615,9.46305554561542e-43,8.97772000025431e-42,86.007027320665
"FAM158A",1.12633130890877,7.30002604855847,14.2647643334934,9.46591584523544e-43,8.97772000025431e-42,86.0067268067964
"SPTB",-1.48534785711094,5.91419374878091,-14.2617375659529,9.82341528760791e-43,9.31247041101045e-42,85.969864075323
"FNDC4",-1.66658461857784,6.7368106446801,-14.2576690129122,1.03252370012977e-42,9.77010647614707e-42,85.9203222658225
"MAP3K15",-1.23969850079502,1.00113897643268,-14.2561275151308,1.05219673423228e-42,9.95166311056443e-42,85.901554428515
"LATS2",-1.06087277294322,8.82343909571317,-14.2559115696476,1.05498234284086e-42,9.97340483407373e-42,85.8989253928613
"LPCAT1",1.05013508038551,10.7381870947243,14.254362320422,1.07518356576075e-42,1.01596912030326e-41,85.8800648330894
"PPARGC1A",-2.54010123566194,4.62137632257656,-14.2528490779522,1.09528714315287e-42,1.03448835475472e-41,85.8616440224414
"PPAPDC3",-1.52607668422662,5.23343515249803,-14.2496096389382,1.13959077711306e-42,1.07583671243955e-41,85.8222147570508
"TRAF4",1.18243886886708,10.5869295098703,14.2379813914858,1.31383974127292e-42,1.23862498572098e-41,85.6807323504409
"TMEM71",-2.18347289982283,4.99698641559467,-14.2355324476044,1.35379149443754e-42,1.2757025094318e-41,85.6509461758378
"DSCR6",2.43289367610469,4.83408274370502,14.2297647520094,1.45273029212713e-42,1.36704789915096e-41,85.5808088372066
"OLFML1",-1.51507234361312,7.85019106826811,-14.2245203146178,1.54892910495898e-42,1.45623504562596e-41,85.5170520268019
"CCDC136",-1.65943146750689,4.49484849846045,-14.2197996183506,1.64093361608941e-42,1.5420259660187e-41,85.4596766257662
"STON1",-1.52406008270763,7.94865563523251,-14.2179769807356,1.67789504176421e-42,1.57531429081492e-41,85.4375278842793
"TIE1",-1.2670290023231,8.87698886141418,-14.2151153653651,1.73760582467299e-42,1.63062725259968e-41,85.4027575252543
"TMEM35",-2.06211172077155,3.53446218646771,-14.2148945351036,1.74230070198499e-42,1.63428444051577e-41,85.4000745105086
"FAM181A",-1.0201438192787,0.488052256097563,-14.2134369962436,1.77360662064586e-42,1.66212741219356e-41,85.3823666373213
"ADAM19",1.54814854341135,8.44305118988764,14.1983903980032,2.13141040859906e-42,1.99106582902692e-41,85.1996385165677
"C9orf172",1.74810262633035,3.88371007264089,14.1974639617014,2.15565434512562e-42,2.01279557494273e-41,85.1883922323408
"GPR12",-3.08922538481936,2.35682323148685,-14.1970804171304,2.16577154236663e-42,2.02132099393726e-41,85.1837364240714
"IDH2",1.23302670107924,11.6793579387685,14.1963809837007,2.18434321152319e-42,2.03772563894645e-41,85.1752463035141
"GIYD2",1.29534664984715,8.86830260818195,14.1921947229993,2.29886137468494e-42,2.14163138343773e-41,85.1244373084267
"SIX4",1.47092612781052,8.46803567257619,14.1908546422274,2.33676884174305e-42,2.17595665872491e-41,85.1081748878131
"PUSL1",1.11912722020679,7.67901201923336,14.1881410839138,2.41544563531093e-42,2.24819715061244e-41,85.0752481079946
"PIWIL4",-1.67779391931624,4.82241873513359,-14.1861814583648,2.47389824697965e-42,2.30155674330722e-41,85.051472461994
"ESAM",-1.11634173335187,9.20517085429536,-14.1831010583173,2.56864234817382e-42,2.3886158486014e-41,85.0141034619441
"FCGR1B",1.45408798732915,6.52126873504472,14.1829453388417,2.57352663464387e-42,2.39207198898885e-41,85.0122145485599
"ACVRL1",-1.08211500392849,8.81250761144812,-14.1814704077912,2.62025039129597e-42,2.43439680345076e-41,84.9943240242648
"NRG1",-2.77137019341831,4.46790395733126,-14.1703253813732,3.00172053914212e-42,2.78502024297398e-41,84.8591805989432
"RASL12",-1.45448438612157,7.29935822089847,-14.1700607583046,3.01142038001517e-42,2.79275499796247e-41,84.8559727263812
"GLB1L3",-1.77230251381621,1.16194399177872,-14.1670855820196,3.12264854329522e-42,2.89459629221474e-41,84.819909318544
"SLC29A4",-2.11303651848591,6.66692407801413,-14.1651337852309,3.1978302258843e-42,2.96294663082161e-41,84.7962536681129
"ITPKA",2.36189316429478,3.35233581021744,14.1631943546189,3.27432093792824e-42,3.03107721348387e-41,84.7727501936879
"ZNF727",-2.28002389070887,2.98541025234983,-14.1626231663324,3.29719387861332e-42,3.05087234856696e-41,84.7658285425837
"PALM2AKAP2",-2.0108776195823,8.92393009400161,-14.1581604402405,3.48146693481306e-42,3.21847164379875e-41,84.7117561392669
"SPIN2A",-1.18699643819975,1.54405664085518,-14.1510484295863,3.79655663139148e-42,3.50817587508732e-41,84.6256088968481
"MARCH4",2.1588974166692,2.49293483695914,14.146250856339,4.02499139259261e-42,3.71590688006545e-41,84.5675136781869
"KCTD14",-2.48812213480789,6.26973550441871,-14.14114529708,4.28314093510013e-42,3.95245158542618e-41,84.5057043879277
"EMILIN3",-2.81331300236505,3.7802500868151,-14.1378287776065,4.45960027908637e-42,4.11343409803527e-41,84.4655622222152
"WLS",-1.87216370421704,9.62987261445137,-14.1376715655566,4.46814235226655e-42,4.11945833611757e-41,84.4636595409511
"EXOSC4",1.31332691984314,8.66966064827127,14.13670639718,4.5209427724338e-42,4.16626332146104e-41,84.4519787835682
"SLC9A3R1",1.64983241468062,12.2471682193723,14.1315511781917,4.81366687642403e-42,4.43004400855448e-41,84.3895984066463
"C16orf93",1.61241424049946,5.87704357540556,14.1176384727259,5.70130557421595e-42,5.24458670827965e-41,84.221329670532
"CCRL1",-1.81820229518435,5.6554214711498,-14.1160721450131,5.81093140831556e-42,5.34303145559931e-41,84.2023929561942
"C11orf53",-1.83707734894364,2.00234269002543,-14.114264781958,5.94003809954543e-42,5.45929208197792e-41,84.1805440170694
"PCDH11X",-2.52122229082142,2.01023788907469,-14.1059173706496,6.57438575279981e-42,6.03688330487928e-41,84.0796593365521
"KCNJ8",-1.38096795463058,7.66741962007885,-14.092251981022,7.76166787959612e-42,7.12071330861648e-41,83.9145949435367
"STOX2",-2.02124749654491,4.18886783346391,-14.0823656613932,8.75156002812927e-42,8.02167600609647e-41,83.7952492537766
"GINS4",1.60267908592489,7.43830997531019,14.0749720324287,9.57315528152199e-42,8.76690474283682e-41,83.7060339683192
"ZNF559",-1.04568907133287,7.83989043148115,-14.0742436798173,9.65813458038578e-42,8.84077502295724e-41,83.6972471083555
"RIC3",-2.94869262649406,4.79279625116615,-14.0698774988384,1.01835329925396e-41,9.3175460868766e-41,83.6445802353748
"TIGD5",1.24227421225482,7.49156632136816,14.0636889969904,1.09773318768772e-41,1.00348782164081e-40,83.5699517219995
"RRAGD",-1.56550667558162,8.00573313412328,-14.0617471287491,1.123889513662e-41,1.02694025766636e-40,83.5465391454878
"STARD10",1.85782602706396,11.4356402821966,14.0588553997681,1.16399475919209e-41,1.06311175375877e-40,83.5116786448417
"MFSD3",1.40826878137729,8.42157444672988,14.0548570314695,1.22180579700644e-41,1.11541504266818e-40,83.4634857898021
"NRP1",-1.18117690153614,10.9448552600235,-14.0476660095714,1.33306648719408e-41,1.21644543682218e-40,83.3768361622054
"LAMA2",-2.25775785420993,9.0223116151317,-14.0444174988705,1.3865825034964e-41,1.26471634757913e-40,83.3377030088622
"ETV5",-1.34741730431581,8.47458927661619,-14.0423842436818,1.42116150142881e-41,1.2951029589978e-40,83.3132127179239
"MAPK10",-2.3781020876787,6.13096436677748,-14.0395117372344,1.47148182465643e-41,1.34036356869327e-40,83.2786180850545
"GOLGA6L10",-1.21109270702549,6.26591850874695,-14.0172767053599,1.92598690335946e-41,1.7504777152716e-40,83.011005166778
"LRRC34",-1.17464126685912,5.23311594719467,-14.0137683792386,2.00949080719532e-41,1.82556224728174e-40,82.9688079841086
"MMP9",2.77969937822026,9.70725257208677,14.0119343667434,2.05456837384249e-41,1.86485988952314e-40,82.9467520013208
"ZNF483",-1.69907129501872,4.15247321271834,-14.011555354711,2.06400878976488e-41,1.87259894008518e-40,82.942194230116
"RPS6KA2",-1.15555330693328,9.52645457953679,-14.0004198422787,2.36150669321422e-41,2.13966502066282e-40,82.8083247223619
"FBN2",2.54629871536596,6.36655595918552,14.0003248213001,2.3642208198965e-41,2.14117717579132e-40,82.8071827226779
"PTCHD3",-2.36008830027176,1.48861273002023,-13.9921278556865,2.61043438226896e-41,2.36311792996738e-40,82.708689293056
"SEMA5A",-1.77811352511176,9.34973998079046,-13.991556790699,2.62850953768619e-41,2.37842961082329e-40,82.701829010542
"ZSCAN4",-1.16831732890712,0.615471223930377,-13.9896190640709,2.69077580721717e-41,2.43154976562201e-40,82.678552331722
"APOD",-3.29956080338189,11.296036580356,-13.9859609523666,2.8123556309481e-41,2.54029618410947e-40,82.6346160712933
"ZNF132",-1.19375454566436,6.1923596322206,-13.9849963076128,2.84531772790004e-41,2.56893693141297e-40,82.6230314461159
"PSMG3",1.01103507602371,9.04301303745322,13.9768397282166,3.13986041633889e-41,2.83237254465515e-40,82.5251002875419
"SYNE2",-1.06327017315711,11.4001832222325,-13.9742620651246,3.23911205029696e-41,2.92061837422463e-40,82.494160369064
"CXCR7",-1.58415959732476,9.00313415242861,-13.9714082548985,3.35264430652875e-41,3.02165733671571e-40,82.4599106159085
"KALRN",-1.50326685254348,7.85699445879191,-13.9708394749,3.37574110190232e-41,3.04113598124762e-40,82.4530850535239
"ANGPTL4",-2.55095246833725,7.62073949428195,-13.9696567892026,3.42427563989636e-41,3.08350376962272e-40,82.4388930437478
"TMEM90B",2.45411141194376,6.09184125535629,13.9651210022153,3.61694290964876e-41,3.25556645197999e-40,82.3844724464132
"COX6C",1.9263173838264,12.437848772011,13.964741568021,3.63354123958654e-41,3.26907008494378e-40,82.379920552015
"EVC2",-1.6988278222304,6.10081398125333,-13.9629249808237,3.71406465096911e-41,3.34004953642464e-40,82.3581290378644
"FAM166B",-2.10745403291444,2.9567893113627,-13.9620768921319,3.75226370581258e-41,3.37292120567251e-40,82.347956188021
"C15orf42",1.78287785999142,6.87514915330622,13.9610934041103,3.79705146895404e-41,3.41168405232423e-40,82.3361597754704
"ITGA9",-1.77458713994778,7.03193017250257,-13.9608279054327,3.80923318908362e-41,3.42112893956892e-40,82.3329753633331
"KLHDC1",-1.44106830512566,5.66242067006843,-13.9537756129687,4.1474489283258e-41,3.72162237168998e-40,82.2484055541302
"EMILIN2",-1.46095978749995,8.06508625933195,-13.9530253925656,4.18514300586829e-41,3.75380208486068e-40,82.2394108562765
"GAS2L2",-2.26844630275914,2.4859033137221,-13.9522422644962,4.22485444120166e-41,3.78610534043995e-40,82.2300219861496
"C18orf56",1.71032849678419,3.8148144443477,13.9511205465984,4.28238982879603e-41,3.83598767086644e-40,82.216574445619
"NOV",-1.86403546832319,6.99826693273809,-13.9509074478343,4.29340800186708e-41,3.84417641286054e-40,82.2140198321577
"PTK6",2.08054934411491,7.87967764516777,13.9494345767291,4.37033783023011e-41,3.91134734775421e-40,82.1963639213582
"RBMS1",-1.11345890834525,10.0374858077235,-13.9485927000561,4.4149249743434e-41,3.94952633294318e-40,82.1862726023847
"METRN",2.33810505860237,8.47943079848156,13.9452880402913,4.5943670539823e-41,4.10825855381412e-40,82.1466648901561
"C19orf48",1.11798284364138,9.83916240668256,13.9437575648281,4.67991412953096e-41,4.18292848418723e-40,82.1283237978572
"MYH3",-1.60960802831652,4.24174632544209,-13.9429365977202,4.72645441624474e-41,4.22268404584342e-40,82.1184859924567
"PSME2",1.05381655383914,11.0207424037585,13.9417234640645,4.79607143580603e-41,4.28301305291728e-40,82.103949543744
"DPY19L2",-1.974328164903,4.59661775378639,-13.9345546804881,5.22880871226768e-41,4.6613305169502e-40,82.0180677416587
"CCDC8",-2.06488215736642,7.82886313610584,-13.9322422634373,5.37652454809322e-41,4.79093005185897e-40,81.99037184207
"EBP",1.00556627509887,9.46094574265731,13.9244991839967,5.90206629922336e-41,5.25466015670968e-40,81.8976568114689
"NPAS3",-1.8302861845191,5.20853471849153,-13.9174425803963,6.42542385188367e-41,5.71812480580751e-40,81.813193929615
"C19orf46",1.8122347509036,7.81732198982639,13.9093440330371,7.08322801282781e-41,6.30078198309989e-40,81.7162976964321
"TMEM141",1.09292032209665,9.95436126330017,13.9090885272153,7.10503813728283e-41,6.31743972571077e-40,81.7132413218924
"PMP2",-1.60506945032137,0.712824353135515,-13.90757791765,7.23535786530352e-41,6.43052239603505e-40,81.6951721551655
"FIGN",-2.24208149024716,4.72220913738344,-13.9068987830037,7.29471949600154e-41,6.48046936665601e-40,81.6870491424604
"C9orf163",1.30067170777201,3.76202435474719,13.9024042297016,7.69999073101962e-41,6.83753836652223e-40,81.6332977736309
"HBG2",-1.23270925596828,0.505033665838754,-13.9006950521166,7.85992336881146e-41,6.97653336800137e-40,81.612860624666
"KIAA1683",-1.93106493577789,6.3067885572787,-13.9006408734393,7.86504674945697e-41,6.97805750148876e-40,81.6122128236045
"UST",-1.71174805390314,7.06107956000347,-13.8949268500159,8.4244875406385e-41,7.46470812100001e-40,81.5439018816987
"PLTP",-1.47085716432608,10.1535839973709,-13.8843840036762,9.56272940928111e-41,8.46594964038604e-40,81.4179157265279
"MRVI1",-1.36145582462062,8.37151687626837,-13.875505539301,1.06391846328748e-40,9.41080899780108e-40,81.3118723415963
"PTX3",-2.95544562608784,4.78431302992858,-13.8647557791961,1.21051647135018e-40,1.06890691517585e-39,81.1835439713521
"AMY2B",-1.78662295417386,6.70151956908948,-13.851606575983,1.41743961251189e-40,1.25000722780536e-39,81.0266692718138
"CETN4P",-1.13272234260482,1.17954663768513,-13.851047200368,1.42698369953938e-40,1.25788244702082e-39,81.0199981063229
"LINC02716",-1.54629785001986,1.59260603205484,-13.8498972697001,1.44680530357568e-40,1.2748065999592e-39,81.0062845382113
"MATN3",2.31741224772658,8.06743040746024,13.8487869204435,1.466204736679e-40,1.29134437814299e-39,80.9930437817628
"CABC1",-1.03456717651815,10.0764162207237,-13.8484197446091,1.47267665152002e-40,1.29648705986416e-39,80.9886654311935
"KPNA5",-1.2379531092924,5.95138801534147,-13.8480520836304,1.47918561826962e-40,1.30165792851681e-39,80.9842813796703
"ALPL",-1.9466457360649,8.09489569801099,-13.8443573529331,1.54620759622314e-40,1.35946818953765e-39,80.9402294602086
"LSP1P4",-1.20942738947466,7.75415122335111,-13.8425317965755,1.58043054566596e-40,1.38896182576203e-39,80.9184666646421
"BDH2",-1.00076730754828,9.03379144323152,-13.8383040453926,1.66260994507148e-40,1.46055863356494e-39,80.8680748292812
"ABCA1",-1.2766607906937,9.60196443528981,-13.8377768516583,1.67315150044442e-40,1.46918909721836e-39,80.8617918296903
"MRC1",-2.31093855689091,7.02521256202376,-13.8260358848495,1.92595698577931e-40,1.68972825741649e-39,80.7219099904929
"MECOM",-1.4118205752074,7.74591854011074,-13.8235102027174,1.98512486313362e-40,1.74014839307468e-39,80.6918302529653
"SCN7A",-2.93399257963948,3.85051377745945,-13.8215883976482,2.03135545294025e-40,1.77915125305404e-39,80.6689450844865
"MAP1B",-1.55696390276313,10.0252198861865,-13.821270715228,2.03910014564667e-40,1.78517117879135e-39,80.6651622922198
"LGR4",-1.76708926259239,9.00614266147408,-13.8171504981403,2.14224965957607e-40,1.87387389095113e-39,80.6161066545696
"HNMT",-1.06246623546986,9.66698013954768,-13.816633875278,2.15554454226416e-40,1.88389443228769e-39,80.6099564481983
"C6orf123",-1.61814944110944,2.23206930399881,-13.8148825277414,2.20122837541615e-40,1.92300061828466e-39,80.5891085349103
"PYROXD2",-1.57885046418554,7.00524598383572,-13.8134121807044,2.24032584204838e-40,1.95632204604446e-39,80.5716071089273
"CCL21",-3.69585898487682,6.42518173886191,-13.8130815422726,2.24921251590425e-40,1.9632453174612e-39,80.5676717312819
"NFKBIE",1.06956995387895,8.49323024379805,13.8119366518231,2.28025615380995e-40,1.98949435975087e-39,80.5540453601003
"RFC4",1.0259313402845,8.5431291077127,13.8002040085855,2.62403807171186e-40,2.2874912313655e-39,80.4144517757641
"SATB1",-1.63945393952003,8.36037165750728,-13.7929039877399,2.86349926303146e-40,2.49411759789381e-39,80.3276403872066
"HIST1H2BK",1.64591971779208,10.3315620995903,13.7922086255591,2.88741395669328e-40,2.513878551501e-39,80.3193729207564
"TRIM2",-1.857212330631,9.15910274088525,-13.7883521225498,3.02370091158271e-40,2.63029880571904e-39,80.2735267476911
"SPRR2F",-1.04643429165544,0.343161378237269,-13.7862995460484,3.0988303584301e-40,2.69336608921507e-39,80.2491294741208
"C3orf36",1.38348152608187,2.83216680738708,13.7851618613188,3.14127007683596e-40,2.72909494461669e-39,80.2356078943435
"ACSBG2",-1.04913654086128,1.26187219464182,-13.7850183403812,3.1466648655446e-40,2.73262299430041e-39,80.2339021806591
"ADAMTS18",-2.72424959925021,4.28008643357918,-13.7840770566894,3.18227601636172e-40,2.76237739284687e-39,80.2227155573947
"NLRP1",-1.4431029943059,7.79414350838354,-13.7830417481811,3.22190790567605e-40,2.79559531366707e-39,80.2104121422366
